product_title,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,product_category,discount_percentage
"Fujifilm INSTAX Mini Instant Film (White) for Fujifilm Mini 8,9,11,12 Cameras w/Microfiber Cloth by Quality (20 Prints)",4.6,391,6000,34.99,37.99,Cameras,7.9
"DJI Osmo Action 5 Pro Adventure Combo, Action Camera 4K with 1/1.3"" Sensor, 12h Extended Battery Life with 3 Batteries, Stabilization, Dual OLED Touchscreens, Mini Action Camera for Travel, Vlog",4.5,1291,2000,449,449,Cameras,0
"DJI Neo Three-Battery Combo, Mini Drone with 4K UHD Camera for Adults, 135g Self Flying Drone that Follows You, Palm Takeoff, Subject Tracking, QuickShots, Stabilized Video (Controller-Free)",4.4,6634,2000,289,289,Cameras,0
"Energizer MAX 9V Batteries (4 Pack), 9 Volt Alkaline Batteries",4.8,7409,10000,10.94,16.86,Other Electronics,35.11
"Crucial Pro 32GB DDR5 RAM Kit (2x16GB),CL36 6000MHz, Overclocking Desktop Gaming Memory, Intel XMP 3.0 & AMD Expo Compatible, Black - CP2K16G60C36U5B",4.8,3292,4000,84.99,131.99,Laptops,35.61
"HP 63XL Tri-color High-yield Ink Cartridge | Works with Printer Series: DeskJet 1112, 2130, 3630; ENVY 4510, 4520; OfficeJet 3830, 4650, 5200 | Eligible for Instant Ink | F6U63AN",4.7,23678,5000,67.89,67.89,Laptops,0
"OWC 4TB Envoy Ultra Thunderbolt 5 Portable SSD Enclosure External Drive, Ultra Fast with TB5 Transfer Rates Over 6000MB/s, TB3, TB4 and USB4 Compatible, Works with Mac and PC",4.6,340,100,499.99,549.99,Storage,9.09
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4,5,,59.99,79.99,Storage,25
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"Amazon Basics Surge Protector Power Strip, 6-Outlet with 200J Protection, 2ft Extension Cord, Rectangle, White (2 Pack)",4.7,41490,10000,14.27,14.27,Other Electronics,0
"HP 26A Black Toner Cartridge | Works with HP LaserJet Pro M402 Series, HP LaserJet Pro MFP M426 Series | CF226A",4.6,1934,3000,173.99,173.99,Laptops,0
"Apple iPhone 13, 128GB, Midnight - Unlocked (Renewed)",4,18856,2000,,,Phones,
"HP 414X Black High-yield Toner Cartridge | Works HP Color LaserJet Enterprise M455dn, MFP M480f; HP Color LaserJet Pro M454 Series, MFP M479 Series",4.7,1814,2000,235.89,235.89,Laptops,0
"HP ENVY Inspire 7955e Wireless Color Inkjet Printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, 3 month Instant Ink trial included, White",4,3520,4000,149.99,229.99,Laptops,34.78
"Energizer Alkaline Power 9 Volt Batteries (8 Pack), Long-Lasting Alkaline 9V Batteries",4.8,4504,8000,18.98,26.98,Other Electronics,29.65
"VIVO Dual Monitor Desk Mount, Holds 2 Computer Screens up to 30 inches and 22lbs Each, Heavy Duty Fully Adjustable Steel Stand with C-Clamp and Grommet, Black, STAND-V002",4.5,59409,7000,34.99,34.99,Phones,0
"LISEN for 15W MagSafe Car Mount Charger,Magnetic Wireless Car Charger for iPhone 16 Pro Max Accessories,Magnetic Phone Holder for 17 iPhone 16e 15 14 13 12,Samsung ï¼† Pixel with MagSafe,Gifts",4.4,3457,10000,19.99,24.98,Phones,19.98
"HP 58X Black High-yield Toner Cartridge | Works with HP LaserJet Enterprise M406dn, Enterprise MFP M430f, Pro M404 Series, M428 Series | CF258X",4.7,1256,2000,305.89,305.89,Laptops,0
"Bose QuietComfort Ultra Bluetooth Earbuds, Wireless Earbuds with Spatial Audio and World-Class Active Noise Cancellation, Deep Bass, Up to 6 Hours of Playtime, Black",3.8,8460,2000,229,229,Headphones,0
"acer SD Card Reader USB C, Dual Slots USB 3.0 Type C to Micro SD Card Adapter, Memory Card Reader for MicroSD, SDHC, SDXC, Compatible with Laptop, PC, iPhone16/15, MacBook Pro/Air, iPad Pro, Android",4.6,1941,10000,9.99,12.99,Laptops,23.09
"Logitech M196 Bluetooth Wireless Mouse, Compact and Portable Mouse for Laptops, Tablets and More, 12-Month Battery, Smooth Tracking, Compatible with PC and Mac, Windows and macOS - Graphite",4.5,2171,10000,14.85,14.85,Laptops,0
"Mophie Snap+ 3-in-1 Wireless Charging Stand - MagSafe & Qi2 Certified, Compatible with iPhone 16/15/14/13/12, Apple Watch, AirPods - Multi-Device Magnetic Charging Station, Eco-Friendly Design, White",4.3,196,200,119.99,129.95,Phones,7.66
"DEWALT Heavy Duty 72W 5 Port USB Car Charger Multiport, iPhone 16 Multi USB Car Charger, Fast Charge PD & QC3.0 Cigarette Lighter Adapter w/ 6FT Cable, Type C Front/Back Charging for Multiple Devices",4.8,187,100,32.47,42.99,Phones,24.47
"Duracell Coppertop 9V Battery, 6 Count (Pack of 1), 9 Volt Battery with Long-lasting Power, All-Purpose Alkaline 9V Battery for Household and Office Devices",4.8,5207,20000,25.47,25.47,Power & Batteries,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"Satechi Type-C Pro Hub Adapter with Ethernet - 4K HDMI, USB-C PD, Gigabit Ethernet, USB 3.0, Micro SD Card Slot - for M2/ M1 MacBook Pro/Air (Space Gray)",4,476,,62.99,62.99,Laptops,0
"Apple iPhone 15, 128GB, Black - Unlocked (Renewed)",4.2,2045,1000,,,Phones,
"Sony WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds & in-Ear Headphones with Alexa Built-in, Black",3.8,4764,3000,213,329.99,Phones,35.45
"HP 923 Black Ink Cartridge Printers | Works with Printer Series: OfficeJet 8120, OfficeJet Pro 8130 | Eligible for Instant Ink | 4K0T3LN",4.5,768,7000,33.92,33.92,Laptops,0
Apple TV 4K Wi-Fi (3rd Generation) with Siri Remote & Apple 1 Year Limited Warranty (64 GB Wi Fi),4.6,620,3000,179,179,TV & Display,0
"Amazon Basics Stereo 2.0 Speakers for PC or Laptop, 3.5mm Aux input, USB-Powered, 1 Pair, Black",4.4,75547,10000,16.53,16.53,Laptops,0
"DJI Mic 2 (2 TX + 1 RX + Charging Case), Wireless Lavalier Microphone, Intelligent Noise Cancelling, 32-bit Float Internal Recording, 820 ft.(250m) Range, Microphone for iPhone, Android, Camera",4.6,3044,2000,314,349,Laptops,10.03
Apple Magic Keyboard - US English â€‹â€‹â€‹â€‹â€‹â€‹â€‹,4.6,3125,4000,85.37,85.37,Other Electronics,0
"HP 61XL Black High-yield Ink | Works with Series: DeskJet 1000, 1010, 1050, 1510, 2050, 2510, 2540, 3000, 3050, 3510; ENVY 4500, 5530; OfficeJet 2620, 4630 | Eligible for Instant Ink | CH563WN",4.7,24472,6000,64.89,64.89,Laptops,0
"Scott Professional Universal Multifold Paper Towels, Bulk (01804), Absorbency Pockets, White, 9.2'x9.4' Towel, Compressed (250 Sheets/Pack, 16 Packs/Case, 4,000 Sheet Total)",4.6,11809,5000,35.89,35.89,Other Electronics,0
"Pendaflex File Folders, Letter Size, 8-1/2"" x 11"", Classic Manila, 1/3-Cut Tabs in Left, Right, Center Positions, 100 Per Box (65213)",4.8,33999,10000,15.99,15.99,Other Electronics,0
Apple Early 2020 MacBook Air with 1.1GHz Intel Core i3 13-inch 8GB RAM 256GB SSD Storage Space Gray (Renewed),3.7,2344,2000,,,Laptops,
"HP 138A Black Toner Cartridge | Works Laserjet Pro 3001 Series, Laserjet Pro MFP 3101 Series | W1380A",4.7,457,4000,78.89,78.89,Laptops,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"Satechi Aluminum Wireless Keyboard with Numeric Keypad â€“ for MacBook Pro, MacBook Air, iPad Pro, iMac and More",3.9,530,,55.99,79.99,Laptops,30
Sonos Move 2 - Black - Wireless Portable Bluetooth Speaker,4.4,743,1000,399.98,399.98,Speakers,0
"All-new Blink Video Doorbell + Outdoor 4 â€“ Wireless smart security cameras, head-to-toe HD view, two-year battery life. Sync Module Core included â€“ 3 camera system + Video Doorbell",4.3,25,,134.98,134.98,Laptops,0
"EPSON 232 Claria Ink High Capacity Black & Standard Color Cartridge Combo Pack (T232XL-BCS) Works with WorkForce WF-2930, WF-2950, Expression XP-4200, XP-4205",4.6,1961,5000,61.49,61.49,Other Electronics,0
"Anker SD Card Reader, 2-in-1 USB C Memory Card Reader for Digital Camera SD Card Viewer with Dual Slot for SDXC, SDHC, SD, MMC, RS-MMC, Micro SDXC,MicroSD, Micro SDHC Card, and UHS-I Cards",4.6,7037,10000,16.99,17.99,Chargers & Cables,5.56
"HP 206X Cyan High-yield Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2111X",4.8,1419,3000,139.89,139.89,Laptops,0
"Samsung Galaxy Watch 7 40mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, 2024, Cream [US Version, 1Yr Manufacturer Warranty]",4.5,4382,1000,209,249.99,Laptops,16.4
"Casio fx-300ES Plus 2nd Edition â€“ Standard Scientific Calculator | 262 Functions, Natural Textbook Displayâ„  | Ideal for Middle School, High School Math, Statistics & Algebra | Black",4.7,12997,10000,9.24,9.24,TV & Display,0
"Energizer Alkaline Power AA Batteries (20 Pack), Double A Batteries Alkaline, Long-Lasting",4.8,3297,10000,14.98,14.98,Power & Batteries,0
"Amazon Basics 5-Shelf Adjustable Heavy Duty Steel Wire Rack Storage Shelving Organizer for Kitchen, Garage, 36"" L x 14"" W x 72"" H, Black",4.7,98483,5000,60.23,60.23,Storage,0
"Seagate BarraCuda 8 TB Internal Hard Drive HDD â€“ 3.5 Inch SATA 6 Gb/s, 5,400 RPM, 256 MB Cache for Computer Desktop PC (ST8000DMZ04/004)",4.6,101753,3000,119.99,134.99,Storage,11.11
"Brother HL-L2405W Wireless Compact Monochrome Laser Printer with Mobile Printing, Black & White Output | Includes Refresh Subscription Trial(1), Works with Alexa",4.2,1191,4000,134.99,134.99,Smart Home,0
"CORSAIR RM850e (2025) Fully Modular Low-Noise ATX Power Supply with 12V-2x6 Cable â€“ ATX 3.1 & PCIe 5.1 Compliant, Cybenetics Gold Efficiency, 105Â°C-Rated Capacitors, Modern Standby Mode â€“ Black",4.6,4568,4000,114.99,144.99,Chargers & Cables,20.69
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"Satechi Slim X3 Bluetooth Backlit Keyboard for Mac, Illuminated Keys & Multi-Device Sync, for MacBook Air/Pro M4, iPad Air/Pro M4, iPad/iPad mini, Mac mini, iMac - Space Gray",4.2,2195,50,76.99,89.99,Laptops,14.45
"Duracell Coppertop 9V Battery, 6 Count (Pack of 1), 9 Volt Battery with Long-lasting Power, All-Purpose Alkaline 9V Battery for Household and Office Devices",4.8,5207,20000,25.47,25.47,Power & Batteries,0
"Pyle Dash Cam, Rearview Mirror Monitor, Night Vision, 7.4â€ LCD Screen, Backup Camera, Slim Bar Design, Waterproof IP-69, G-Sensor, Audio Recording, 32GB Memory Slot, Universal Mount, Includes Cables",3.8,30,,139.99,139.99,Chargers & Cables,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4,5,,59.99,79.99,Storage,25
"SanDisk Extreme PRO microSDXC UHS-I Memory Card 512 GB + Adapter & RescuePRO Deluxe (for Smartphones, Action Cameras or Drones, A2, Class 10, V30, U3, 200 MB/s Transfer)",4.8,5682,5000,56.48,69.99,Phones,19.3
Apple Magic Keyboard with Touch ID and Numeric Keypad for Mac Models with Apple Silicon - US English - Black Keys,4.6,2606,3000,161.15,161.15,Other Electronics,0
ASURION 3 Year Home Improvement Protection Plan ($30 - $39.99),4.4,4109,,5.99,5.99,Other Electronics,0
"Amazon Basics 6-Pack LR44 Alkaline Button Coin Cell Battery, 1.5 Volt, Long Lasting Power, Mercury-Free",4.7,69938,20000,5.49,5.49,Power & Batteries,0
"HP LaserJet Pro MFP 3101fdw Wireless Black & White All-in-One Laser Printer, Scanner, Copier, Fax, Best-for-Office (3G628F)",4.3,562,2000,222.59,222.59,Laptops,0
"Brother MFC-L2820DW Wireless Compact Monochrome All-in-One Laser Printer with Copy, Scan and Fax, Duplex, Black & White | Includes Refresh Subscription Trial(1), Works with Alexa",4.4,591,2000,264.99,264.99,Smart Home,0
Razer Basilisk V3 Customizable Ergonomic Gaming Mouse: Fastest Gaming Mouse Switch - Chroma RGB Lighting - 26K DPI Optical Sensor - 11 Programmable Buttons - HyperScroll Tilt Wheel - Classic Black,4.6,8405,6000,39.98,69.99,Gaming,42.88
Apple Lightning to USB Cable (1 m) â€‹â€‹â€‹â€‹â€‹â€‹â€‹,4.7,32475,10000,14.58,14.58,Chargers & Cables,0
"Amazon Basics IPS Monitor 75 Hz Powered with AOC Technology FHD 1080P HDMI, Display Port and VGA Input VESA Compatible Built-in Speakers for Office and Home, 27 in, Black",4.6,1330,3000,109.99,109.99,TV & Display,0
"HP OfficeJet Pro 9135e All-in-One Printer, Color, Printer-for-Small Medium Business, Print, Copy, scan, fax, wireless. 3 month Instant Ink trial included ; Two-Sided Printing; Two-Side",3.7,796,2000,429.89,429.89,Laptops,0
Apple Magic Trackpad - White Multi-Touch Surface â€‹â€‹â€‹â€‹â€‹â€‹â€‹,4.7,5449,3000,111.98,111.98,Laptops,0
"Texas Instruments TI-84 Plus Graphics Calculator, Black (Renewed)",4.5,757,3000,,,Other Electronics,
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
"DJI Mic Mini (2 TX + 1 RX + Charging Case), Wireless Lavalier Microphone for iPhone/Camera/Android, Ultralight, Detail-Rich Audio, 48h Use, Noise Cancelling, Automatic Limiting, Vlog, Streaming",4.7,4657,10000,139.5,169,Phones,17.46
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
Logitech Brio 4K Webcam,4.6,17396,3000,130.9,199.99,Cameras,34.55
"Mounting Dream TV Mount Fixed for Most 42-84 Inch Flat Screen TVs, TV Wall Mount Bracket up to VESA 600 x 400mm and 132 lbs - Fits 16""/18""/24"" Studs - Low Profile and Space Saving MD2163-K",4.7,13052,7000,28.49,32.99,TV & Display,13.64
Apple iPad (2018 Model) with Wi-Fi only 32GB Apple 9.7in iPad - Space Gray (Renewed),4.4,17179,3000,169,169,Networking,0
"HP Original 148X Black Laserjet Toner Cartridge | This Cartridge Works Laserjet Pro 4001, MFP 4101 | W1480X, Black",4.8,273,2000,281.89,281.89,Laptops,0
"NETGEAR Nighthawk 6-Stream Dual-Band WiFi 6 Router (RAX54S) â€“ Security Features, AX5400 Wireless Speed, Up to 5.4 Gbps, Covers up to 2,500 sq. ft., 25 Devices - 1-Year Armor Subscription Included",4.3,4370,3000,139.99,139.99,Networking,0
TP-Link 8 Port Gigabit Ethernet Network Switch - Ethernet Splitter | Plug & Play | Fanless | Sturdy Metal w/ Shielded Ports | Traffic Optimization | Unmanaged | Lifetime Protection (TL-SG108),4.7,42045,9000,21.99,21.99,Networking,0
"Logitech Wave Keys MK670 Combo, Wireless Ergonomic Keyboard with Signature M550 L Wireless Mouse, Comfortable Natural Typing, Bluetooth, Logi Bolt, for Multi-OS, Windows/Mac - Graphite",4.3,2889,3000,52.67,52.67,Other Electronics,0
"Anker Nano USB C Charger Block, 30W PIQ 3.0 Foldable iPhone Charger Fast Charging for iPhone 16/15 Series, Galaxy, iPad, Compatible with MagSafe",4.8,16219,10000,11.99,11.99,Phones,0
"ARCTIC Liquid Freezer III Pro 360 - AIO CPU Cooler, 3 x 120 mm Water Cooling, 38 mm Radiator, PWM Pump, VRM Fan, AMD AM5/AM4, Intel LGA1851/1700 Contact Frame - Black",4.5,1837,3000,148.5,148.5,Laptops,0
"Crucial 32GB DDR5 RAM Kit (2x16GB), 5600MHz (or 5200MHz or 4800MHz) Laptop Memory 262-Pin SODIMM, Compatible with Intel Core and AMD Ryzen 7000, Black - CT2K16G56C46S5",4.8,4511,3000,77.99,104.99,Laptops,25.72
"Duracell Coppertop C Batteries, 8 Count Pack, C Battery with Long-lasting Power, All-Purpose Alkaline C Battery for Household and Office Devices",4.8,32152,8000,16.98,18.99,Power & Batteries,10.58
CORSAIR RM1000x Fully Modular Low-Noise ATX Power Supply â€“ ATX 3.1 Compliant â€“ PCIe 5.1 Support â€“ Cybenetics Gold Efficiency â€“ Native 12V-2x6 Connector â€“ Black,4.7,11542,3000,178.99,209.99,Other Electronics,14.76
"DJI Mic 2 Transmitter (Shadow Black), Wireless Microphone with Intelligent Noise Cancelling, 14-Hour Internal Recording, 6-Hour Battery, Magnetic Attachment, Bluetooth Microphone, YouTube, Vlogs",4.6,3044,2000,87,99,Laptops,12.12
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"HP OfficeJet Pro 8125e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, ADF, Duplex Printing, Home & Office, 3 Months of Instant Ink Included (405T6A)",4.1,451,20000,119.99,169.99,Laptops,29.41
"HP OfficeJet Pro 8139e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, fax, ADF, Duplex Printing Best-for-Home Office, 1 Year Instant Ink Trial Included",3.9,1311,3000,169.99,269.99,Laptops,37.04
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
CORSAIR RM1000x Fully Modular Low-Noise ATX Power Supply â€“ ATX 3.1 Compliant â€“ PCIe 5.1 Support â€“ Cybenetics Gold Efficiency â€“ Native 12V-2x6 Connector â€“ Black,4.7,11542,3000,178.99,209.99,Other Electronics,14.76
"HP Envy 6555e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, Duplex Printing Best-for-Home, 3 month Instant Ink trial included (714N5A)",4,1155,4000,119.99,119.99,Laptops,0
"HP LaserJet Pro 3001dw Wireless Black & White Printer, Best-for-Office (3G65OF)",4.1,579,2000,137.08,137.08,Laptops,0
"Braun Electric Series 3 Razor with Precision Trimmer, Rechargeable, Wet & Dry Foil Shaver for Men, Blue/Black, 4 Piece",4.3,25754,5000,59.94,59.94,Power & Batteries,0
"Logitech MX Brio Ultra HD 4K Collaboration and Streaming Webcam, 1080p at 60 FPS, Dual Noise Reducing Mics, Show Mode, USB-C, Webcam Cover, Works with Microsoft Teams, Zoom, Google Meet - Graphite",4.4,658,2000,194.95,194.95,Cameras,0
"Rayovac High Energy D Batteries (12 Pack), Alkaline D Cell Batteries",4.7,16639,9000,12.97,15.8,Power & Batteries,17.91
"Logitech MX Vertical Wireless Mouse â€“ Ergonomic Design Reduces Muscle Strain, Move Content Between 3 Windows and Apple Computers, Rechargeable, Graphite",4.3,14293,3000,102.94,119.99,Power & Batteries,14.21
"HP 206X Magenta High-yield Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2113X",4.8,1337,3000,139.89,183.64,Laptops,23.82
Nintendo Neon Purple/Neon Orange Joy-Con (L-R) - Switch,4.7,81098,,,,Gaming,
"Apple Magic Keyboard with Numeric Keypad: Wireless, Bluetooth, Rechargeable. Works with Mac, iPad, or iPhone; US English - White",4.2,63,3000,106.97,106.97,Phones,0
"DYMO LabelManager 160 Portable Label Maker Bundle, Easy-to-Use, One-Touch Smart Keys, QWERTY Keyboard, Large Display, For Home & Office Organization, Includes 3 D1 label cassettes",4.6,30942,4000,59.22,59.22,TV & Display,0
"Elgato HD60 X - Stream and Record in 1080p60 HDR10 or 4K30 with Ultra-low Latency on PS5|Pro, PS4|Pro, Xbox Series X/S, Xbox One X|S, Nintendo Switch 2, in OBS and More, Works with PC and Mac",4.5,4414,3000,148.99,179.99,TV & Display,17.22
"HP ENVY Inspire 7255e Wireless Color Thermal Inkjet Printer, Print, scan, copy, Easy setup,Mobile printing, Best-for-home, 3 month Instant Ink trial included",4.1,2458,1000,139.99,199.99,Laptops,30
